"Continent ID","Continent","Country ID","Country","Trade Value","Share"
"af","Africa","ago","Angola",92539,0.00002005058812247115
"af","Africa","bdi","Burundi",9080,0.000001967379592950411
"af","Africa","ben","Benin",3490,7.561844470701468e-7
"af","Africa","bfa","Burkina Faso",8527,0.000001847560108930413
"af","Africa","bwa","Botswana",60071,0.000013015689375344065
"af","Africa","caf","Central African Republic",539031,0.00011679279618586485
"af","Africa","civ","Cote d'Ivoire",91176270,0.01975532301314281
"af","Africa","cmr","Cameroon",3192478,0.0006917198312932975
"af","Africa","cod","Democratic Republic of the Congo",23510,0.000005093953109059929
"af","Africa","cog","Republic of the Congo",244203,0.00005291189413406048
"af","Africa","com","Comoros",120909,0.00002619756599163449
"af","Africa","cpv","Cape Verde",76920,0.00001666639188213057
"af","Africa","dji","Djibouti",180472,0.00003910318611221878
"af","Africa","dza","Algeria",35985014,0.00779693636515802
"af","Africa","egy","Egypt",52589434,0.011394645292556441
"af","Africa","eri","Eritrea",7099,0.0000015381528337395335
"af","Africa","esh","Western Sahara",111709,0.000024204185787323504
"af","Africa","eth","Ethiopia",5195120,0.0011256358007630549
"af","Africa","gab","Gabon",23247269,0.005037026720531795
"af","Africa","gha","Ghana",3663789,0.0007938396158013428
"af","Africa","gin","Guinea",31776,0.000006884961888281084
"af","Africa","gmb","Gambia",239685,0.0000519329711163347
"af","Africa","gnb","Guinea-Bissau",160919,0.00003486660316277391
"af","Africa","gnq","Equatorial Guinea",168136,0.00003643032326435135
"af","Africa","ken","Kenya",14602853,0.0031640258800721016
"af","Africa","lbr","Liberia",2505285,0.0005428245136040495
"af","Africa","lby","Libya",40912,0.00000886447509986643
"af","Africa","lso","Lesotho",3890821,0.0008430310391214659
"af","Africa","mar","Morocco",427216350,0.09256571902695597
"af","Africa","mdg","Madagascar",7526472,0.0016307739449022756
"af","Africa","mli","Mali",7717622,0.0016721907520820633
"af","Africa","moz","Mozambique",8651553,0.001874547226820364
"af","Africa","mrt","Mauritania",15524791,0.0033637838103766737
"af","Africa","mus","Mauritius",4310259,0.0009339114093536171
"af","Africa","mwi","Malawi",437840,0.00009486756398429602
"af","Africa","myt","Mayotte",22431,0.0000048601642785760644
"af","Africa","nam","Namibia",911397030,0.1974739997684596
"af","Africa","ner","Niger",12682252,0.002747885878574288
"af","Africa","nga","Nigeria",147764849,0.03201647009669591
"af","Africa","reu","Reunion",1210891,0.00026236588575851496
"af","Africa","rwa","Rwanda",288266,0.00006245910195390343
"af","Africa","sdn","Sudan",1881191,0.0004076009673834775
"af","Africa","sen","Senegal",25360437,0.005494890553095213
"af","Africa","shn","Saint Helena",326843,0.00007081764849104527
"af","Africa","sle","Sierra Leone",12103760,0.002622542998014258
"af","Africa","som","Somalia",64470,0.000013968828453470593
"af","Africa","stp","Sao Tome and Principe",28878,0.000006257047123923123
"af","Africa","swz","Eswatini",13930956,0.0030184447736442822
"af","Africa","syc","Seychelles",7173436,0.0015542810129665003
"af","Africa","tcd","Chad",77065,0.0000166978092875246
"af","Africa","tgo","Togo",9548,0.000002068781977256665
"af","Africa","tun","Tunisia",56524062,0.012247168071526846
"af","Africa","tza","Tanzania",1282801,0.0002779467521163414
"af","Africa","uga","Uganda",3385367,0.0007335134306660521
"af","Africa","zaf","South Africa",415039445,0.08992732757295863
"af","Africa","zmb","Zambia",57170,0.00001238712459570209
"af","Africa","zwe","Zimbabwe",1093731,0.0002369806222001372
"at","Antarctica","ata","Antarctica",397020,0.0000860230226864727
"at","Antarctica","atf","French South Antarctic Territory",9635,0.0000020876324204930846
"as","Asia","afg","Afghanistan",9251927,0.002004631318861995
"as","Asia","are","United Arab Emirates",505296408,0.10948346271920095
"as","Asia","arm","Armenia",178824,0.000038746111049533506
"as","Asia","aze","Azerbaijan",381775,0.00008271986168487258
"as","Asia","bgd","Bangladesh",326936735,0.0708379582185943
"as","Asia","bhr","Bahrain",44573431,0.009657803803654538
"as","Asia","brn","Brunei",354893,0.00007689529139658041
"as","Asia","btn","Bhutan",1964,4.2554333926812846e-7
"as","Asia","cck","Cocos (Keeling) Islands",43203,0.000009360870105092137
"as","Asia","chn","China",83158157126,18.01802437412513
"as","Asia","cxr","Christmas Island",44488,0.000009639293318411659
"as","Asia","cyp","Cyprus",8049987,0.0017442048620392176
"as","Asia","geo","Georgia",1983170,0.0004296969369329808
"as","Asia","hkg","Hong Kong",361361282,0.07829678545035226
"as","Asia","idn","Indonesia",1586063254,0.34365511883789907
"as","Asia","ind","India",5044941599,1.0930963821034376
"as","Asia","iot","British Indian Ocean Territory",27546,0.000005968440337820707
"as","Asia","irn","Iran",5484752,0.001188390876342946
"as","Asia","irq","Iraq",1927,4.1752648409861693e-7
"as","Asia","isr","Israel",668288778,0.14479930661178056
"as","Asia","jor","Jordan",31346100,0.006791814698081814
"as","Asia","jpn","Japan",18161729510,3.935133921878773
"as","Asia","kaz","Kazakhstan",7389483,0.0016010922969883238
"as","Asia","kgz","Kyrgyzstan",152888,0.00003312651224746722
