"Continent ID","Continent","Country ID","Country","Trade Value","Share"
"af","Africa","ago","Angola",604778,0.00015461420114432347
"af","Africa","bdi","Burundi",2493,6.373466023115894e-7
"af","Africa","ben","Benin",6252,0.0000015983517680112543
"af","Africa","bfa","Burkina Faso",10810,0.000002763624857997706
"af","Africa","bwa","Botswana",99578,0.00002545756115723363
"af","Africa","caf","Central African Republic",328654,0.00008402186531733377
"af","Africa","civ","Cote d'Ivoire",99789311,0.025511583759672888
"af","Africa","cmr","Cameroon",2675286,0.0006839488336589501
"af","Africa","cod","Democratic Republic of the Congo",232068,0.00005932922234466343
"af","Africa","cog","Republic of the Congo",3714455,0.0009496170371798214
"af","Africa","com","Comoros",134812,0.000034465290874781384
"af","Africa","cpv","Cape Verde",28448,0.000007272858460714037
"af","Africa","dji","Djibouti",176741,0.00004518462729207887
"af","Africa","dza","Algeria",9915376,0.002534910230341708
"af","Africa","egy","Egypt",32289634,0.008254989378172794
"af","Africa","eri","Eritrea",34760,0.00000888654949713231
"af","Africa","esh","Western Sahara",14413,0.0000036847479258391248
"af","Africa","eth","Ethiopia",1714065,0.0004382083850345826
"af","Africa","gab","Gabon",11561162,0.0029556627835835778
"af","Africa","gha","Ghana",1087609,0.00027805210621480365
"af","Africa","gin","Guinea",29670,0.000007585268227270299
"af","Africa","gmb","Gambia",396804,0.0001014447176829715
"af","Africa","gnb","Guinea-Bissau",42563,0.000010881421353464973
"af","Africa","gnq","Equatorial Guinea",8123,0.0000020766812878367592
"af","Africa","ken","Kenya",2265546,0.0005791969697074256
"af","Africa","lbr","Liberia",381209,0.0000974577861695141
"af","Africa","lby","Libya",1058,2.704824329104138e-7
"af","Africa","lso","Lesotho",2721131,0.0006956693129942789
"af","Africa","mar","Morocco",233136149,0.05960229941482488
"af","Africa","mdg","Madagascar",5769404,0.001474973941742035
"af","Africa","mli","Mali",1623834,0.00041514042624068884
"af","Africa","moz","Mozambique",3899374,0.000996892406755777
"af","Africa","mrt","Mauritania",119090,0.00003044589124319582
"af","Africa","mus","Mauritius",10698943,0.0027352326391397366
"af","Africa","mwi","Malawi",1297719,0.0003317676676314454
"af","Africa","nam","Namibia",4822989,0.0012330187132515724
"af","Africa","ner","Niger",673055,0.00017206952162808936
"af","Africa","nga","Nigeria",248508198,0.06353223250777205
