"Continent ID","Continent","Country ID","Country","Trade Value","Share"
"af","Africa","ago","Angola",117401,0.00002812477544796499
"af","Africa","bdi","Burundi",122357,0.000029312042908379415
"af","Africa","ben","Benin",50195,0.000012024796242030328
"af","Africa","bfa","Burkina Faso",9600,0.000002299791690875409
"af","Africa","bwa","Botswana",105195,0.000025200686137670693
"af","Africa","caf","Central African Republic",428900,0.00010274798502254821
"af","Africa","civ","Cote d'Ivoire",94840210,0.022720075720716548
"af","Africa","cmr","Cameroon",2950598,0.0007068500795326667
"af","Africa","cod","Democratic Republic of the Congo",64493,0.000015450048491627888
"af","Africa","cog","Republic of the Congo",318140,0.00007621413838907319
"af","Africa","com","Comoros",244822,0.000058649958473281185
"af","Africa","cpv","Cape Verde",2435340,0.0005834140308808873
"af","Africa","dji","Djibouti",722039,0.0001729728429883322
"af","Africa","dza","Algeria",18660143,0.004470254356452805
"af","Africa","egy","Egypt",70248809,0.016828919503343087
"af","Africa","eri","Eritrea",432067,0.00010350667671890263
"af","Africa","esh","Western Sahara",86397,0.00002069740653297528
"af","Africa","eth","Ethiopia",3991677,0.0009562526663810917
"af","Africa","gab","Gabon",14321063,0.0034307772595732556
"af","Africa","gha","Ghana",1329464,0.00031848856880395675
"af","Africa","gin","Guinea",102725,0.000024608968900539206
"af","Africa","gmb","Gambia",557440,0.00013354123751683206
"af","Africa","gnb","Guinea-Bissau",17044,0.000004083088497841715
"af","Africa","gnq","Equatorial Guinea",22339439,0.0053516725198977134
"af","Africa","ken","Kenya",12738303,0.0030516086870055513
"af","Africa","lbr","Liberia",4006951,0.0009599117307859282
"af","Africa","lby","Libya",2078,4.978090764207395e-7
"af","Africa","lso","Lesotho",3036437,0.0007274138106736098
"af","Africa","mar","Morocco",306841826,0.0735075293591498
"af","Africa","mdg","Madagascar",4057072,0.000971918799467008
"af","Africa","mli","Mali",3205071,0.000767812047340181
"af","Africa","moz","Mozambique",15872189,0.003802367539396257
"af","Africa","mrt","Mauritania",3521896,0.0008437111621799312
"af","Africa","mus","Mauritius",6173621,0.0014789627373347847
"af","Africa","mwi","Malawi",392785,0.00009409621659380181
"af","Africa","myt","Mayotte",13959,0.000003344040855513524
"af","Africa","nam","Namibia",90442345,0.021666515993154903
"af","Africa","ner","Niger",1503074,0.0003600788641636317
"af","Africa","nga","Nigeria",199705772,0.047841841152651964
"af","Africa","reu","Reunion",597000,0.00014301829577631448
"af","Africa","rwa","Rwanda",333363,0.00007986098515055198
"af","Africa","sdn","Sudan",2085662,0.0004996445976640196
"af","Africa","sen","Senegal",18151390,0.004348376656233228
"af","Africa","shn","Saint Helena",117784,0.000028216527553965538
"af","Africa","sle","Sierra Leone",28985781,0.006943881072638989
"af","Africa","som","Somalia",213823,0.000051223787366463804
"af","Africa","ssd","South Sudan",57,1.3655013164572743e-8
"af","Africa","stp","Sao Tome and Principe",44347,0.000010623839803672058
"af","Africa","swz","Eswatini",14312982,0.0034288413620051344
"af","Africa","syc","Seychelles",2920435,0.000699624181952263
"af","Africa","tcd","Chad",59387,0.000014226846786043532
"af","Africa","tgo","Togo",30587,0.000007327471713417305
"af","Africa","tun","Tunisia",99388506,0.023809672944512576
"af","Africa","tza","Tanzania",2455243,0.0005881820260916679
"af","Africa","uga","Uganda",4688988,0.0011233016292723438
"af","Africa","zaf","South Africa",281005800,0.06731820874247886
"af","Africa","zmb","Zambia",27440,0.00000657357124975221
"af","Africa","zwe","Zimbabwe",2347966,0.0005624825726310386
"at","Antarctica","ata","Antarctica",9847,0.0000023589634145885573
"at","Antarctica","atf","French South Antarctic Territory",3095,7.414432586728532e-7
"as","Asia","afg","Afghanistan",3067589,0.0007348766347105005
"as","Asia","are","United Arab Emirates",394812363,0.09458189498773809
"as","Asia","arm","Armenia",625044,0.0001497365622532843
"as","Asia","aze","Azerbaijan",49717,0.00001191028578075549
"as","Asia","bgd","Bangladesh",266649444,0.06387897663414038
"as","Asia","bhr","Bahrain",45690019,0.010945575630431205
"as","Asia","brn","Brunei",52136,0.000012489785374529198
"as","Asia","btn","Bhutan",131532,0.000031510020904606694
"as","Asia","cck","Cocos (Keeling) Islands",396564,0.00009500152001044954
"as","Asia","chn","China",73786504214,17.67641555105214
"as","Asia","cxr","Christmas Island",10741,0.00000257313151580133
"as","Asia","cyp","Cyprus",3435841,0.0008230956857259433
"as","Asia","geo","Georgia",19612758,0.0046984643628698135
"as","Asia","hkg","Hong Kong",329883924,0.07902753201755988
"as","Asia","idn","Indonesia",1488684376,0.3566316623188378
"as","Asia","ind","India",4890800031,1.171648049273645
"as","Asia","iot","British Indian Ocean Territory",3659,8.765560205117836e-7
"as","Asia","irn","Iran",89666721,0.021480706239983702
"as","Asia","irq","Iraq",92387,0.00002213238072342775
"as","Asia","isr","Israel",705272532,0.1689562405100272
"as","Asia","jor","Jordan",27847774,0.006671258255685026
"as","Asia","jpn","Japan",18145119165,4.34687440475116
