"Continent ID","Continent","Country ID","Country","Trade Value","Share"
"na","North America","abw","Aruba",8815308,0.0014717788273105165
"na","North America","aia","Anguilla",206897,0.000034542936450327536
"na","North America","atg","Antigua and Barbuda",1524802,0.00025457661824643333
"na","North America","bes","Bonaire",69179,0.000011549929678522204
"na","North America","bhs","Bahamas",63209,0.000010553195406838924
"na","North America","blm","Saint Barthélemy",6688,0.0000011166095157483703
"na","North America","blz","Belize",6201035,0.0010353072201687641
"na","North America","bmu","Bermuda",2962,4.945271210596102e-7
"na","North America","brb","Barbados",392269,0.00006549211993616887
"na","North America","can","Canada",13070101025,2.182147006026843
"na","North America","cri","Costa Rica",1398453469,0.2334818257800117
"na","North America","cub","Cuba",10048333,0.0016776411849892894
"na","North America","cuw","Curaçao",658182,0.00010988820040285494
"na","North America","cym","Cayman Islands",127016,0.000021206231198010613
"na","North America","dma","Dominica",670925,0.00011201573554926363
"na","North America","dom","Dominican Republic",231485374,0.038648141651460875
"na","North America","glp","Guadeloupe",16335,0.0000027272452810630423
"na","North America","grd","Grenada",40951,0.0000068370628408210985
"na","North America","grl","Greenland",157417,0.00002628189595403128
"na","North America","gtm","Guatemala",744954040,0.12437541415358733
"na","North America","hnd","Honduras",748882506,0.1250312996975308
"na","North America","hti","Haiti",42185345,0.007043145581956927
"na","North America","jam","Jamaica",1766891,0.0002949951112275947
"na","North America","kna","Saint Kitts and Nevis",1802452,0.0003009322749521054
"na","North America","lca","Saint Lucia",180954,0.000030211566733362824
"na","North America","maf","Saint Maarten",604,1.0084212731938033e-7
"na","North America","msr","Montserrat",328772,0.00005489084086597236
"na","North America","mtq","Martinique",530134,0.00008850966941114631
"na","North America","nic","Nicaragua",453080015,0.07564495456704759
"na","North America","pan","Panama",114799213,0.01916655108197129
"na","North America","pcz","Panama Canal Zone",148506,0.000024794140661741546
"na","North America","pri","Puerto Rico",430910124,0.07194353242983106
"na","North America","slv","El Salvador",283850790,0.047390923021335574
"na","North America","spm","Saint Pierre and Miquelon",138,2.3040088692176297e-8
"na","North America","sxm","Saint Martin",2147,3.5845703204422113e-7
"na","North America","tca","Turks and Caicos Islands",391819,0.00006541698921217265
"na","North America","tto","Trinidad and Tobago",525839953,0.08779274750007113
"na","North America","usa","United States",262941492152,43.89996594228448
"na","North America","vct","Saint Vincent and the Grenadines",11362,0.0000018969673023225152
"na","North America","vgb","British Virgin Islands",32627556,0.005447404232238761
"na","North America","vir","Virgin Islands",1854396,0.00030960469790157214
"oc","Oceania","asm","American Samoa",54150,0.000009040730454212656
"oc","Oceania","aus","Australia",711881370,0.11885369495005776
"oc","Oceania","cok","Cook Islands",4233,7.067296770578425e-7
"oc","Oceania","fji","Fiji",6612536,0.0011040102602913673
"oc","Oceania","fsm","Micronesia",6881784,0.0011489631429014476
"oc","Oceania","gum","Guam",25,4.173929110901503e-9
"oc","Oceania","hmd","Heard and McDonald Islands",1361598,0.0002273285411818106
"oc","Oceania","kir","Kiribati",6446603,0.0010763065571249984
"oc","Oceania","mhl","Marshall Islands",420474,0.00007020114675908794
"oc","Oceania","mnp","Northern Mariana Islands",44871,0.000007491534925410454
"oc","Oceania","ncl","New Caledonia",274956,0.000045905874104681345
"oc","Oceania","nfk","Norfolk Island",4897,8.175892342433865e-7
"oc","Oceania","niu","Niue",167008,0.000027883182118137533
"oc","Oceania","nru","Nauru",29125734,0.004862749960758947
"oc","Oceania","nzl","New Zealand",348559774,0.05819455150351396
"oc","Oceania","pcn","Pitcairn Islands",150147,0.000025068117368581123
"oc","Oceania","plw","Palau",1057355,0.00017653299260229034
"oc","Oceania","png","Papua New Guinea",52154,0.00000870748395399828
"oc","Oceania","pyf","French Polynesia",119314,0.00001992032711752408
"oc","Oceania","slb","Solomon Islands",155647,0.000025986381772979452
"oc","Oceania","tkl","Tokelau",388487,0.0000648606879402717
"oc","Oceania","ton","Tonga",15486,0.000002585498648456827
"oc","Oceania","tuv","Tuvalu",36677,0.0000061234879200213775
"oc","Oceania","vut","Vanuatu",50436,0.000008420651545497129
"oc","Oceania","wlf","Wallis and Futuna",124479,0.00002078266087183633
"oc","Oceania","wsm","Samoa",11723345,0.0019572964389056634
"sa","South America","arg","Argentina",1260328377,0.2104208520822218
"sa","South America","bol","Bolivia",56791554,0.009481756819757388
"sa","South America","bra","Brazil",12091415412,2.018748431205996
"sa","South America","bvt","Bouvet Island",1785,2.9801853851836734e-7
"sa","South America","chl","Chile",2128491322,0.355366875647881
"sa","South America","col","Colombia",2043573073,0.34118916558596574
"sa","South America","ecu","Ecuador",219853288,0.03670608155642449
"sa","South America","flk","Falkland Islands",52243,0.00000872234314163309
"sa","South America","guf","French Guiana",81706,0.00001364140207741273
"sa","South America","guy","Guyana",8863143,0.0014797652232713154
"sa","South America","per","Peru",1013851732,0.16926981033330837
"sa","South America","pry","Paraguay",72490617,0.012102827862540456
"sa","South America","sur","Suriname",1168939,0.00019516274083872367
"sa","South America","ury","Uruguay",431735133,0.07208127359310529
"sa","South America","ven","Venezuela",39355930,0.006570754476544072
